GEO_NAME,PC1,PC2,PC3
Owen Sound,-1.7514467393385786,-0.2593580500440666,0.2938058261736638
Parksville,-1.7125757697157615,-0.08304318624536382,0.04394788086674926
Pembroke,-1.85293176822215,-0.3520960359439478,0.40876665715758065
Penticton,-1.49298817913185,0.39645381688607545,-0.42546203665729315
Petawawa,-1.9206716829528117,-0.37812903202495574,0.37705584421901106
Peterborough,-0.790242296307734,-0.21112260467554023,0.33320379951208645
Port Alberni,-1.8006373361637347,-0.08094534542690522,0.031634069480380125
Port Hope,-1.9166770414902567,-0.3680675756253898,0.3942062106633551
Portage la Prairie,-1.9614575849097606,-0.32952380531604203,0.33231982779430497
Powell River,-1.886398283824107,-0.16084101698819323,0.15944062454604907
Prince Albert,-1.6587588037245153,-0.22248725813075415,0.20065086203941895
Prince George,-1.0376461328242783,1.246680516586945,-1.7733548183758272
Prince Rupert,-1.9527232413879676,-0.30754996317619665,0.32537695142312967
Quesnel,-1.7891786265998997,0.2977316204737306,-0.47082745997093267
Québec,6.875572845576917,2.811380759872056,-0.1617230408129892
Red Deer,-1.0562237552725344,0.19414060839171843,-0.41738648326855926
Regina,0.3333227451927001,-0.14785741307371786,-0.03650796572330493
Rimouski,-1.5024635268825928,-0.13672147345537164,0.3488039963881653
Rivière-du-Loup,-1.7601701281749829,-0.20165386598888543,0.3902004836070586
Rouyn-Noranda,-1.6284243245174066,-0.1240063741173108,0.34213328450202524
Saguenay,-0.3470690978847884,0.21448864679416257,0.3573809375257556
Saint John,-0.6865192655814728,0.7419830356592779,-0.8273920817600442
Saint-Georges,-1.7117750346088974,-0.2658779452200937,0.4607106877874873
Saint-Hyacinthe,-1.4279932440443712,-0.10813257806134628,0.5489680338019594
Sainte-Agathe-des-Monts,-1.8740959093030185,-0.23236496052057523,0.31384588961124654
Sainte-Marie,-1.9550909626654884,-0.3268813282271749,0.34877271274237315
Salaberry-de-Valleyfield,-1.6418408699204106,-0.26447224221915006,0.4872860317767533
Salmon Arm,-1.8614214137157563,-0.11354230085622653,0.09933618692008653
Sarnia,-1.1049458708916848,-0.3559678641799938,0.3780103002275796
Saskatoon,1.0002807935501559,0.16504092482221974,-0.3438462687255015
Sault Ste. Marie,-1.291307279039535,-0.27028432484083637,0.40778632967849227
Sept-Îles,-1.7362566142376408,0.4115093561880427,-0.6219028912476025
Shawinigan,-1.5124230242929115,-0.07040428336409758,0.6042694797518734
Sherbrooke,0.2808288157232371,0.4234692457628707,0.43631998059842175
Sorel-Tracy,-1.633695269571524,-0.23775073428877863,0.4569042094565601
Squamish,-1.8281510571045922,-0.1731071682897616,0.10709825253717133
St. Catharines - Niagara,2.4066258112213963,0.08991273630523554,0.3331420806713736
St. John's,0.11707299167812663,0.02341130186826641,0.4610145948653197
Steinbach,-1.9122704902661238,-0.2811277446209265,0.27243187218553117
Stratford,-1.7449508301047387,-0.3573605078517916,0.41669764669307274
Strathmore,-1.940834999762533,-0.25840496253375095,0.2120439064838178
Summerside,-1.8751317820941449,-0.07991299970779221,0.004806371813011343
Swift Current,-1.8912319326799658,-0.2241206643413819,0.1921927401206406
Sylvan Lake,-1.9278107539581588,-0.27688906266994456,0.23507346047879216
Terrace,-1.8480615768413515,0.06534555914744981,-0.15369684116023258
Thetford Mines,-1.781276178382695,-0.2116939699519669,0.3645482272486441
Thompson,-1.951582917181271,-0.13565876869520832,0.05674095934852654
Thunder Bay,-0.8116489763684605,-0.06919393203203617,0.18164416239399125
Tillsonburg,-1.8967570017074629,-0.35474973118592323,0.4041257583932383
Timmins,-1.652776692650016,-0.1806985839935985,0.24568889675857297
Toronto,59.815250453752995,-8.259919249512356,-0.46031537812750806
Trail,-1.9432641981114727,-0.31102888792839306,0.3293641640337391
Trois-Rivières,-0.353130383796774,0.17578583302915116,0.6106551334850752
Truro,-1.5467815684920874,0.38954187965028075,-0.49267229261530315
Val-d'Or,-1.7339888865362667,-0.18876994528645424,0.27520484542134105
Vancouver,25.496566952986417,2.759913704320073,-1.3582866940299887
Vernon,-1.3178693112478348,0.2643709812211712,-0.2887748709444064
Victoria,2.2632153211460566,1.3623452132301703,-0.7550101302378973
Victoriaville,-1.5447791945948155,-0.2560422964140694,0.41762515714591114
Wasaga Beach,-1.8283109325526101,-0.3482273941032309,0.37685138745130864
Wetaskiwin,-1.9584859242197021,-0.2775989299893433,0.2732146868769472
Weyburn,-1.9674017699253104,-0.29453786998976145,0.2927013354175288
Whitehorse,-1.6814284495147496,0.3434626318294583,-0.5063003888284761
Williams Lake,-1.7785619419183918,0.3608921137083595,-0.5720319858602226
Windsor,2.0925873751502237,-0.14866642281073086,-0.17979322228375366
Winkler,-1.7636773807464436,-0.15019678522050123,0.049708370427313096
Winnipeg,6.139020088759776,0.27465536188343903,-0.7409230175181148
Wood Buffalo,-1.2844954598471654,1.0086671973898906,-1.6675228107219047
Woodstock,-1.6232371128964178,-0.3925014940415323,0.38918937238482837
Yellowknife,-1.8682432270377447,-0.07312151417207978,-0.028189236846965615
Yorkton,-1.88742957766746,-0.26233233758292496,0.24596688755280502
